YEAR,QUARTER,MONTH NAME,MONTH NUMBER,DATE,REGION,CHAPTER,STATE,FIELD OFFICE,REGION NUMBER
2026,Q4,November,11,11/1/2026,SOUTHEAST,Southeast Other,TN,Memphis Office,6
2026,Q4,December,12,12/1/2026,SOUTHEAST,Southeast Other,TN,Memphis Office,6
2026,Q1,January,1,1/1/2026,SOUTHEAST,Southeast Other,NC,Durham Office,6
2026,Q1,February,2,2/1/2026,SOUTHEAST,Southeast Other,NC,Durham Office,6
2026,Q1,March,3,3/1/2026,SOUTHEAST,Southeast Other,NC,Durham Office,6
2026,Q2,April,4,4/1/2026,SOUTHEAST,Southeast Other,NC,Durham Office,6
2026,Q2,May,5,5/1/2026,SOUTHEAST,Southeast Other,NC,Durham Office,6
2026,Q2,June,6,6/1/2026,SOUTHEAST,Southeast Other,NC,Durham Office,6
2026,Q3,July,7,7/1/2026,SOUTHEAST,Southeast Other,NC,Durham Office,6
2026,Q3,August,8,8/1/2026,SOUTHEAST,Southeast Other,NC,Durham Office,6
2026,Q3,September,9,9/1/2026,SOUTHEAST,Southeast Other,NC,Durham Office,6
2026,Q4,October,10,10/1/2026,SOUTHEAST,Southeast Other,NC,Durham Office,6
2026,Q4,November,11,11/1/2026,SOUTHEAST,Southeast Other,NC,Durham Office,6
2026,Q4,December,12,12/1/2026,SOUTHEAST,Southeast Other,NC,Durham Office,6
2026,Q1,January,1,1/1/2026,SOUTHEAST,Southeast Other,SC,Charleston Office,6
2026,Q1,February,2,2/1/2026,SOUTHEAST,Southeast Other,SC,Charleston Office,6
2026,Q1,March,3,3/1/2026,SOUTHEAST,Southeast Other,SC,Charleston Office,6
2026,Q2,April,4,4/1/2026,SOUTHEAST,Southeast Other,SC,Charleston Office,6
2026,Q2,May,5,5/1/2026,SOUTHEAST,Southeast Other,SC,Charleston Office,6
2026,Q2,June,6,6/1/2026,SOUTHEAST,Southeast Other,SC,Charleston Office,6
2026,Q3,July,7,7/1/2026,SOUTHEAST,Southeast Other,SC,Charleston Office,6
2026,Q3,August,8,8/1/2026,SOUTHEAST,Southeast Other,SC,Charleston Office,6
2026,Q3,September,9,9/1/2026,SOUTHEAST,Southeast Other,SC,Charleston Office,6
2026,Q4,October,10,10/1/2026,SOUTHEAST,Southeast Other,SC,Charleston Office,6
2026,Q4,November,11,11/1/2026,SOUTHEAST,Southeast Other,SC,Charleston Office,6
2026,Q4,December,12,12/1/2026,SOUTHEAST,Southeast Other,SC,Charleston Office,6
2026,Q1,January,1,1/1/2026,SOUTHEAST,Southeast Other,GA,Atlanta Office,6
2026,Q1,February,2,2/1/2026,SOUTHEAST,Southeast Other,GA,Atlanta Office,6
2026,Q1,March,3,3/1/2026,SOUTHEAST,Southeast Other,GA,Atlanta Office,6
2026,Q2,April,4,4/1/2026,SOUTHEAST,Southeast Other,GA,Atlanta Office,6
2026,Q2,May,5,5/1/2026,SOUTHEAST,Southeast Other,GA,Atlanta Office,6
2026,Q2,June,6,6/1/2026,SOUTHEAST,Southeast Other,GA,Atlanta Office,6
2026,Q3,July,7,7/1/2026,SOUTHEAST,Southeast Other,GA,Atlanta Office,6
2026,Q3,August,8,8/1/2026,SOUTHEAST,Southeast Other,GA,Atlanta Office,6
2026,Q3,September,9,9/1/2026,SOUTHEAST,Southeast Other,GA,Atlanta Office,6
2026,Q4,October,10,10/1/2026,SOUTHEAST,Southeast Other,GA,Atlanta Office,6
2026,Q4,November,11,11/1/2026,SOUTHEAST,Southeast Other,GA,Atlanta Office,6
2026,Q4,December,12,12/1/2026,SOUTHEAST,Southeast Other,GA,Atlanta Office,6
2026,Q1,January,1,1/1/2026,SOUTHEAST,Southeast Other,AL,Alabama-Statewide,6
2026,Q1,February,2,2/1/2026,SOUTHEAST,Southeast Other,AL,Alabama-Statewide,6
2026,Q1,March,3,3/1/2026,SOUTHEAST,Southeast Other,AL,Alabama-Statewide,6
2026,Q2,April,4,4/1/2026,SOUTHEAST,Southeast Other,AL,Alabama-Statewide,6
2026,Q2,May,5,5/1/2026,SOUTHEAST,Southeast Other,AL,Alabama-Statewide,6
2026,Q2,June,6,6/1/2026,SOUTHEAST,Southeast Other,AL,Alabama-Statewide,6
2026,Q3,July,7,7/1/2026,SOUTHEAST,Southeast Other,AL,Alabama-Statewide,6
2026,Q3,August,8,8/1/2026,SOUTHEAST,Southeast Other,AL,Alabama-Statewide,6
2026,Q3,September,9,9/1/2026,SOUTHEAST,Southeast Other,AL,Alabama-Statewide,6
2026,Q4,October,10,10/1/2026,SOUTHEAST,Southeast Other,AL,Alabama-Statewide,6
2026,Q4,November,11,11/1/2026,SOUTHEAST,Southeast Other,AL,Alabama-Statewide,6
2026,Q4,December,12,12/1/2026,SOUTHEAST,Southeast Other,AL,Alabama-Statewide,6
2026,Q1,January,1,1/1/2026,SOUTHEAST,Southeast Other,MS,Mississippi-Statewide,6
2026,Q1,February,2,2/1/2026,SOUTHEAST,Southeast Other,MS,Mississippi-Statewide,6
2026,Q1,March,3,3/1/2026,SOUTHEAST,Southeast Other,MS,Mississippi-Statewide,6
2026,Q2,April,4,4/1/2026,SOUTHEAST,Southeast Other,MS,Mississippi-Statewide,6
2026,Q2,May,5,5/1/2026,SOUTHEAST,Southeast Other,MS,Mississippi-Statewide,6
2026,Q2,June,6,6/1/2026,SOUTHEAST,Southeast Other,MS,Mississippi-Statewide,6
2026,Q3,July,7,7/1/2026,SOUTHEAST,Southeast Other,MS,Mississippi-Statewide,6
2026,Q3,August,8,8/1/2026,SOUTHEAST,Southeast Other,MS,Mississippi-Statewide,6
2026,Q3,September,9,9/1/2026,SOUTHEAST,Southeast Other,MS,Mississippi-Statewide,6
2026,Q4,October,10,10/1/2026,SOUTHEAST,Southeast Other,MS,Mississippi-Statewide,6
2026,Q4,November,11,11/1/2026,SOUTHEAST,Southeast Other,MS,Mississippi-Statewide,6
2026,Q4,December,12,12/1/2026,SOUTHEAST,Southeast Other,MS,Mississippi-Statewide,6
2026,Q1,January,1,1/1/2026,SOUTHEAST,Southeast Other,LA,New Orleans Office,6
2026,Q1,February,2,2/1/2026,SOUTHEAST,Southeast Other,LA,New Orleans Office,6
2026,Q1,March,3,3/1/2026,SOUTHEAST,Southeast Other,LA,New Orleans Office,6
2026,Q2,April,4,4/1/2026,SOUTHEAST,Southeast Other,LA,New Orleans Office,6
2026,Q2,May,5,5/1/2026,SOUTHEAST,Southeast Other,LA,New Orleans Office,6
2026,Q2,June,6,6/1/2026,SOUTHEAST,Southeast Other,LA,New Orleans Office,6
2026,Q3,July,7,7/1/2026,SOUTHEAST,Southeast Other,LA,New Orleans Office,6
2026,Q3,August,8,8/1/2026,SOUTHEAST,Southeast Other,LA,New Orleans Office,6
2026,Q3,September,9,9/1/2026,SOUTHEAST,Southeast Other,LA,New Orleans Office,6
2026,Q4,October,10,10/1/2026,SOUTHEAST,Southeast Other,LA,New Orleans Office,6
2026,Q4,November,11,11/1/2026,SOUTHEAST,Southeast Other,LA,New Orleans Office,6
2026,Q4,December,12,12/1/2026,SOUTHEAST,Southeast Other,LA,New Orleans Office,6
2026,Q1,January,1,1/1/2026,SOUTH CENTRAL,South Central Other,AR,Arkansas-Statewide,5
2026,Q1,February,2,2/1/2026,SOUTH CENTRAL,South Central Other,AR,Arkansas-Statewide,5
2026,Q1,March,3,3/1/2026,SOUTH CENTRAL,South Central Other,AR,Arkansas-Statewide,5
2026,Q2,April,4,4/1/2026,SOUTH CENTRAL,South Central Other,AR,Arkansas-Statewide,5
2026,Q2,May,5,5/1/2026,SOUTH CENTRAL,South Central Other,AR,Arkansas-Statewide,5
2026,Q2,June,6,6/1/2026,SOUTH CENTRAL,South Central Other,AR,Arkansas-Statewide,5
2026,Q3,July,7,7/1/2026,SOUTH CENTRAL,South Central Other,AR,Arkansas-Statewide,5
2026,Q3,August,8,8/1/2026,SOUTH CENTRAL,South Central Other,AR,Arkansas-Statewide,5
2026,Q3,September,9,9/1/2026,SOUTH CENTRAL,South Central Other,AR,Arkansas-Statewide,5
2026,Q4,October,10,10/1/2026,SOUTH CENTRAL,South Central Other,AR,Arkansas-Statewide,5
2026,Q4,November,11,11/1/2026,SOUTH CENTRAL,South Central Other,AR,Arkansas-Statewide,5
2026,Q4,December,12,12/1/2026,SOUTH CENTRAL,South Central Other,AR,Arkansas-Statewide,5
2026,Q1,January,1,1/1/2026,SOUTH CENTRAL,South Central Other,NM,New Mexico-Statewide,5
2026,Q1,February,2,2/1/2026,SOUTH CENTRAL,South Central Other,NM,New Mexico-Statewide,5
2026,Q1,March,3,3/1/2026,SOUTH CENTRAL,South Central Other,NM,New Mexico-Statewide,5
2026,Q2,April,4,4/1/2026,SOUTH CENTRAL,South Central Other,NM,New Mexico-Statewide,5
2026,Q2,May,5,5/1/2026,SOUTH CENTRAL,South Central Other,NM,New Mexico-Statewide,5
2026,Q2,June,6,6/1/2026,SOUTH CENTRAL,South Central Other,NM,New Mexico-Statewide,5
2026,Q3,July,7,7/1/2026,SOUTH CENTRAL,South Central Other,NM,New Mexico-Statewide,5
2026,Q3,August,8,8/1/2026,SOUTH CENTRAL,South Central Other,NM,New Mexico-Statewide,5
2026,Q3,September,9,9/1/2026,SOUTH CENTRAL,South Central Other,NM,New Mexico-Statewide,5
2026,Q4,October,10,10/1/2026,SOUTH CENTRAL,South Central Other,NM,New Mexico-Statewide,5
2026,Q4,November,11,11/1/2026,SOUTH CENTRAL,South Central Other,NM,New Mexico-Statewide,5
2026,Q4,December,12,12/1/2026,SOUTH CENTRAL,South Central Other,NM,New Mexico-Statewide,5
2026,Q1,January,1,1/1/2026,SOUTH CENTRAL,South Central Other,OK,Oklahoma City Office,5
2026,Q1,February,2,2/1/2026,SOUTH CENTRAL,South Central Other,OK,Oklahoma City Office,5
2026,Q1,March,3,3/1/2026,SOUTH CENTRAL,South Central Other,OK,Oklahoma City Office,5
2026,Q2,April,4,4/1/2026,SOUTH CENTRAL,South Central Other,OK,Oklahoma City Office,5
2026,Q2,May,5,5/1/2026,SOUTH CENTRAL,South Central Other,OK,Oklahoma City Office,5
2026,Q2,June,6,6/1/2026,SOUTH CENTRAL,South Central Other,OK,Oklahoma City Office,5
2026,Q3,July,7,7/1/2026,SOUTH CENTRAL,South Central Other,OK,Oklahoma City Office,5
2026,Q3,August,8,8/1/2026,SOUTH CENTRAL,South Central Other,OK,Oklahoma City Office,5
2026,Q3,September,9,9/1/2026,SOUTH CENTRAL,South Central Other,OK,Oklahoma City Office,5
2026,Q4,October,10,10/1/2026,SOUTH CENTRAL,South Central Other,OK,Oklahoma City Office,5
2026,Q4,November,11,11/1/2026,SOUTH CENTRAL,South Central Other,OK,Oklahoma City Office,5
2026,Q4,December,12,12/1/2026,SOUTH CENTRAL,South Central Other,OK,Oklahoma City Office,5
2026,Q1,January,1,1/1/2026,SOUTH CENTRAL,South Central Other,KS,Kansas City Office,5
2026,Q1,February,2,2/1/2026,SOUTH CENTRAL,South Central Other,KS,Kansas City Office,5
2026,Q1,March,3,3/1/2026,SOUTH CENTRAL,South Central Other,KS,Kansas City Office,5
2026,Q2,April,4,4/1/2026,SOUTH CENTRAL,South Central Other,KS,Kansas City Office,5
2026,Q2,May,5,5/1/2026,SOUTH CENTRAL,South Central Other,KS,Kansas City Office,5
2026,Q2,June,6,6/1/2026,SOUTH CENTRAL,South Central Other,KS,Kansas City Office,5
2026,Q3,July,7,7/1/2026,SOUTH CENTRAL,South Central Other,KS,Kansas City Office,5
2026,Q3,August,8,8/1/2026,SOUTH CENTRAL,South Central Other,KS,Kansas City Office,5
2026,Q3,September,9,9/1/2026,SOUTH CENTRAL,South Central Other,KS,Kansas City Office,5
2026,Q4,October,10,10/1/2026,SOUTH CENTRAL,South Central Other,KS,Kansas City Office,5
2026,Q4,November,11,11/1/2026,SOUTH CENTRAL,South Central Other,KS,Kansas City Office,5
2026,Q4,December,12,12/1/2026,SOUTH CENTRAL,South Central Other,KS,Kansas City Office,5
2026,Q1,January,1,1/1/2026,WEST,West Other,WA,Seattle Office,7
2026,Q1,February,2,2/1/2026,WEST,West Other,WA,Seattle Office,7
2026,Q1,March,3,3/1/2026,WEST,West Other,WA,Seattle Office,7
2026,Q2,April,4,4/1/2026,WEST,West Other,WA,Seattle Office,7
2026,Q2,May,5,5/1/2026,WEST,West Other,WA,Seattle Office,7
2026,Q2,June,6,6/1/2026,WEST,West Other,WA,Seattle Office,7
2026,Q3,July,7,7/1/2026,WEST,West Other,WA,Seattle Office,7
2026,Q3,August,8,8/1/2026,WEST,West Other,WA,Seattle Office,7
2026,Q3,September,9,9/1/2026,WEST,West Other,WA,Seattle Office,7
2026,Q4,October,10,10/1/2026,WEST,West Other,WA,Seattle Office,7
2026,Q4,November,11,11/1/2026,WEST,West Other,WA,Seattle Office,7
2026,Q4,December,12,12/1/2026,WEST,West Other,WA,Seattle Office,7
2026,Q1,January,1,1/1/2026,WEST,West Other,OR,Oregon-Statewide,7
2026,Q1,February,2,2/1/2026,WEST,West Other,OR,Oregon-Statewide,7
2026,Q1,March,3,3/1/2026,WEST,West Other,OR,Oregon-Statewide,7
2026,Q2,April,4,4/1/2026,WEST,West Other,OR,Oregon-Statewide,7
2026,Q2,May,5,5/1/2026,WEST,West Other,OR,Oregon-Statewide,7
2026,Q2,June,6,6/1/2026,WEST,West Other,OR,Oregon-Statewide,7
2026,Q3,July,7,7/1/2026,WEST,West Other,OR,Oregon-Statewide,7
2026,Q3,August,8,8/1/2026,WEST,West Other,OR,Oregon-Statewide,7
2026,Q3,September,9,9/1/2026,WEST,West Other,OR,Oregon-Statewide,7
2026,Q4,October,10,10/1/2026,WEST,West Other,OR,Oregon-Statewide,7
2026,Q4,November,11,11/1/2026,WEST,West Other,OR,Oregon-Statewide,7
2026,Q4,December,12,12/1/2026,WEST,West Other,OR,Oregon-Statewide,7
2026,Q1,January,1,1/1/2026,WEST,West Other,ID,Idaho-Statewide,7
2026,Q1,February,2,2/1/2026,WEST,West Other,ID,Idaho-Statewide,7
2026,Q1,March,3,3/1/2026,WEST,West Other,ID,Idaho-Statewide,7
2026,Q2,April,4,4/1/2026,WEST,West Other,ID,Idaho-Statewide,7
2026,Q2,May,5,5/1/2026,WEST,West Other,ID,Idaho-Statewide,7
2026,Q2,June,6,6/1/2026,WEST,West Other,ID,Idaho-Statewide,7
2026,Q3,July,7,7/1/2026,WEST,West Other,ID,Idaho-Statewide,7
2026,Q3,August,8,8/1/2026,WEST,West Other,ID,Idaho-Statewide,7
2026,Q3,September,9,9/1/2026,WEST,West Other,ID,Idaho-Statewide,7
2026,Q4,October,10,10/1/2026,WEST,West Other,ID,Idaho-Statewide,7
2026,Q4,November,11,11/1/2026,WEST,West Other,ID,Idaho-Statewide,7
2026,Q4,December,12,12/1/2026,WEST,West Other,ID,Idaho-Statewide,7
2026,Q1,January,1,1/1/2026,WEST,West Other,MT,Montana-Statewide,7
2026,Q1,February,2,2/1/2026,WEST,West Other,MT,Montana-Statewide,7
2026,Q1,March,3,3/1/2026,WEST,West Other,MT,Montana-Statewide,7
2026,Q2,April,4,4/1/2026,WEST,West Other,MT,Montana-Statewide,7
2026,Q2,May,5,5/1/2026,WEST,West Other,MT,Montana-Statewide,7
2026,Q2,June,6,6/1/2026,WEST,West Other,MT,Montana-Statewide,7
2026,Q3,July,7,7/1/2026,WEST,West Other,MT,Montana-Statewide,7
2026,Q3,August,8,8/1/2026,WEST,West Other,MT,Montana-Statewide,7
2026,Q3,September,9,9/1/2026,WEST,West Other,MT,Montana-Statewide,7
2026,Q4,October,10,10/1/2026,WEST,West Other,MT,Montana-Statewide,7
2026,Q4,November,11,11/1/2026,WEST,West Other,MT,Montana-Statewide,7
2026,Q4,December,12,12/1/2026,WEST,West Other,MT,Montana-Statewide,7
2026,Q1,January,1,1/1/2026,WEST,West Other,WY,Wyoming-Statewide,7
2026,Q1,February,2,2/1/2026,WEST,West Other,WY,Wyoming-Statewide,7
2026,Q1,March,3,3/1/2026,WEST,West Other,WY,Wyoming-Statewide,7
2026,Q2,April,4,4/1/2026,WEST,West Other,WY,Wyoming-Statewide,7
2026,Q2,May,5,5/1/2026,WEST,West Other,WY,Wyoming-Statewide,7
2026,Q2,June,6,6/1/2026,WEST,West Other,WY,Wyoming-Statewide,7
2026,Q3,July,7,7/1/2026,WEST,West Other,WY,Wyoming-Statewide,7
2026,Q3,August,8,8/1/2026,WEST,West Other,WY,Wyoming-Statewide,7
2026,Q3,September,9,9/1/2026,WEST,West Other,WY,Wyoming-Statewide,7
2026,Q4,October,10,10/1/2026,WEST,West Other,WY,Wyoming-Statewide,7
2026,Q4,November,11,11/1/2026,WEST,West Other,WY,Wyoming-Statewide,7
2026,Q4,December,12,12/1/2026,WEST,West Other,WY,Wyoming-Statewide,7
2026,Q1,January,1,1/1/2026,WEST,West Other,CO,Denver Office,7
2026,Q1,February,2,2/1/2026,WEST,West Other,CO,Denver Office,7
2026,Q1,March,3,3/1/2026,WEST,West Other,CO,Denver Office,7
2026,Q2,April,4,4/1/2026,WEST,West Other,CO,Denver Office,7
2026,Q2,May,5,5/1/2026,WEST,West Other,CO,Denver Office,7
2026,Q2,June,6,6/1/2026,WEST,West Other,CO,Denver Office,7
2026,Q3,July,7,7/1/2026,WEST,West Other,CO,Denver Office,7
2026,Q3,August,8,8/1/2026,WEST,West Other,CO,Denver Office,7
2026,Q3,September,9,9/1/2026,WEST,West Other,CO,Denver Office,7
2026,Q4,October,10,10/1/2026,WEST,West Other,CO,Denver Office,7
2026,Q4,November,11,11/1/2026,WEST,West Other,CO,Denver Office,7
2026,Q4,December,12,12/1/2026,WEST,West Other,CO,Denver Office,7
2026,Q1,January,1,1/1/2026,WEST,West Other,NV,Nevada-Statewide,7
2026,Q1,February,2,2/1/2026,WEST,West Other,NV,Nevada-Statewide,7
2026,Q1,March,3,3/1/2026,WEST,West Other,NV,Nevada-Statewide,7
2026,Q2,April,4,4/1/2026,WEST,West Other,NV,Nevada-Statewide,7
2026,Q2,May,5,5/1/2026,WEST,West Other,NV,Nevada-Statewide,7
2026,Q2,June,6,6/1/2026,WEST,West Other,NV,Nevada-Statewide,7
2026,Q3,July,7,7/1/2026,WEST,West Other,NV,Nevada-Statewide,7
2026,Q3,August,8,8/1/2026,WEST,West Other,NV,Nevada-Statewide,7
2026,Q3,September,9,9/1/2026,WEST,West Other,NV,Nevada-Statewide,7
2026,Q4,October,10,10/1/2026,WEST,West Other,NV,Nevada-Statewide,7
2026,Q4,November,11,11/1/2026,WEST,West Other,NV,Nevada-Statewide,7
2026,Q4,December,12,12/1/2026,WEST,West Other,NV,Nevada-Statewide,7
2026,Q1,January,1,1/1/2026,WEST,West Other,UT,Utah-Statewide,7
2026,Q1,February,2,2/1/2026,WEST,West Other,UT,Utah-Statewide,7
2026,Q1,March,3,3/1/2026,WEST,West Other,UT,Utah-Statewide,7
2026,Q2,April,4,4/1/2026,WEST,West Other,UT,Utah-Statewide,7
2026,Q2,May,5,5/1/2026,WEST,West Other,UT,Utah-Statewide,7
2026,Q2,June,6,6/1/2026,WEST,West Other,UT,Utah-Statewide,7
2026,Q3,July,7,7/1/2026,WEST,West Other,UT,Utah-Statewide,7
2026,Q3,August,8,8/1/2026,WEST,West Other,UT,Utah-Statewide,7
2026,Q3,September,9,9/1/2026,WEST,West Other,UT,Utah-Statewide,7
2026,Q4,October,10,10/1/2026,WEST,West Other,UT,Utah-Statewide,7
2026,Q4,November,11,11/1/2026,WEST,West Other,UT,Utah-Statewide,7
2026,Q4,December,12,12/1/2026,WEST,West Other,UT,Utah-Statewide,7
2026,Q1,January,1,1/1/2026,WEST,West Other,AZ,Phoenix Office,7
2026,Q1,February,2,2/1/2026,WEST,West Other,AZ,Phoenix Office,7
2026,Q1,March,3,3/1/2026,WEST,West Other,AZ,Phoenix Office,7
2026,Q2,April,4,4/1/2026,WEST,West Other,AZ,Phoenix Office,7
2026,Q2,May,5,5/1/2026,WEST,West Other,AZ,Phoenix Office,7
2026,Q2,June,6,6/1/2026,WEST,West Other,AZ,Phoenix Office,7
2026,Q3,July,7,7/1/2026,WEST,West Other,AZ,Phoenix Office,7
2026,Q3,August,8,8/1/2026,WEST,West Other,AZ,Phoenix Office,7
2026,Q3,September,9,9/1/2026,WEST,West Other,AZ,Phoenix Office,7
2026,Q4,October,10,10/1/2026,WEST,West Other,AZ,Phoenix Office,7
2026,Q4,November,11,11/1/2026,WEST,West Other,AZ,Phoenix Office,7
2026,Q4,December,12,12/1/2026,WEST,West Other,AZ,Phoenix Office,7
2026,Q1,January,1,1/1/2026,WEST,West Other,AK,Alaska-Statewide,7
2026,Q1,February,2,2/1/2026,WEST,West Other,AK,Alaska-Statewide,7
2026,Q1,March,3,3/1/2026,WEST,West Other,AK,Alaska-Statewide,7
2026,Q2,April,4,4/1/2026,WEST,West Other,AK,Alaska-Statewide,7
2026,Q2,May,5,5/1/2026,WEST,West Other,AK,Alaska-Statewide,7
2026,Q2,June,6,6/1/2026,WEST,West Other,AK,Alaska-Statewide,7
2026,Q3,July,7,7/1/2026,WEST,West Other,AK,Alaska-Statewide,7
2026,Q3,August,8,8/1/2026,WEST,West Other,AK,Alaska-Statewide,7
2026,Q3,September,9,9/1/2026,WEST,West Other,AK,Alaska-Statewide,7
2026,Q4,October,10,10/1/2026,WEST,West Other,AK,Alaska-Statewide,7
2026,Q4,November,11,11/1/2026,WEST,West Other,AK,Alaska-Statewide,7
2026,Q4,December,12,12/1/2026,WEST,West Other,AK,Alaska-Statewide,7
2026,Q1,January,1,1/1/2026,WEST,West Other,HI,Hawaii-Statewide,7
2026,Q1,February,2,2/1/2026,WEST,West Other,HI,Hawaii-Statewide,7
2026,Q1,March,3,3/1/2026,WEST,West Other,HI,Hawaii-Statewide,7
2026,Q2,April,4,4/1/2026,WEST,West Other,HI,Hawaii-Statewide,7
2026,Q2,May,5,5/1/2026,WEST,West Other,HI,Hawaii-Statewide,7
2026,Q2,June,6,6/1/2026,WEST,West Other,HI,Hawaii-Statewide,7
2026,Q3,July,7,7/1/2026,WEST,West Other,HI,Hawaii-Statewide,7
2026,Q3,August,8,8/1/2026,WEST,West Other,HI,Hawaii-Statewide,7
2026,Q3,September,9,9/1/2026,WEST,West Other,HI,Hawaii-Statewide,7
2026,Q4,October,10,10/1/2026,WEST,West Other,HI,Hawaii-Statewide,7
2026,Q4,November,11,11/1/2026,WEST,West Other,HI,Hawaii-Statewide,7
2026,Q4,December,12,12/1/2026,WEST,West Other,HI,Hawaii-Statewide,7
2026,Q1,January,1,1/1/2026,UNASSIGNED,National,HQ,Unassigned,8
2026,Q1,February,2,2/1/2026,UNASSIGNED,National,HQ,Unassigned,8
2026,Q1,March,3,3/1/2026,UNASSIGNED,National,HQ,Unassigned,8
2026,Q2,April,4,4/1/2026,UNASSIGNED,National,HQ,Unassigned,8
2026,Q2,May,5,5/1/2026,UNASSIGNED,National,HQ,Unassigned,8
2026,Q2,June,6,6/1/2026,UNASSIGNED,National,HQ,Unassigned,8
2026,Q3,July,7,7/1/2026,UNASSIGNED,National,HQ,Unassigned,8
2026,Q3,August,8,8/1/2026,UNASSIGNED,National,HQ,Unassigned,8
2026,Q3,September,9,9/1/2026,UNASSIGNED,National,HQ,Unassigned,8
2026,Q4,October,10,10/1/2026,UNASSIGNED,National,HQ,Unassigned,8
2026,Q4,November,11,11/1/2026,UNASSIGNED,National,HQ,Unassigned,8
2026,Q4,December,12,12/1/2026,UNASSIGNED,National,HQ,Unassigned,8
2026,Q1,January,1,1/1/2026,SOUTH CENTRAL,Texas,TX,Houston Office,5
2026,Q1,February,2,2/1/2026,SOUTH CENTRAL,Texas,TX,Houston Office,5
2026,Q1,March,3,3/1/2026,SOUTH CENTRAL,Texas,TX,Houston Office,5
2026,Q2,April,4,4/1/2026,SOUTH CENTRAL,Texas,TX,Houston Office,5
2026,Q2,May,5,5/1/2026,SOUTH CENTRAL,Texas,TX,Houston Office,5
2026,Q2,June,6,6/1/2026,SOUTH CENTRAL,Texas,TX,Houston Office,5
2026,Q3,July,7,7/1/2026,SOUTH CENTRAL,Texas,TX,Houston Office,5
2026,Q3,August,8,8/1/2026,SOUTH CENTRAL,Texas,TX,Houston Office,5
2026,Q3,September,9,9/1/2026,SOUTH CENTRAL,Texas,TX,Houston Office,5
2026,Q4,October,10,10/1/2026,SOUTH CENTRAL,Texas,TX,Houston Office,5
2026,Q4,November,11,11/1/2026,SOUTH CENTRAL,Texas,TX,Houston Office,5
2026,Q4,December,12,12/1/2026,SOUTH CENTRAL,Texas,TX,Houston Office,5
2026,Q1,January,1,1/1/2026,SOUTH CENTRAL,Texas,TX,Dallas Office,5
2026,Q1,February,2,2/1/2026,SOUTH CENTRAL,Texas,TX,Dallas Office,5
2026,Q1,March,3,3/1/2026,SOUTH CENTRAL,Texas,TX,Dallas Office,5
2026,Q2,April,4,4/1/2026,SOUTH CENTRAL,Texas,TX,Dallas Office,5
2026,Q2,May,5,5/1/2026,SOUTH CENTRAL,Texas,TX,Dallas Office,5
2026,Q2,June,6,6/1/2026,SOUTH CENTRAL,Texas,TX,Dallas Office,5
2026,Q3,July,7,7/1/2026,SOUTH CENTRAL,Texas,TX,Dallas Office,5
2026,Q3,August,8,8/1/2026,SOUTH CENTRAL,Texas,TX,Dallas Office,5
2026,Q3,September,9,9/1/2026,SOUTH CENTRAL,Texas,TX,Dallas Office,5
2026,Q4,October,10,10/1/2026,SOUTH CENTRAL,Texas,TX,Dallas Office,5
2026,Q4,November,11,11/1/2026,SOUTH CENTRAL,Texas,TX,Dallas Office,5
2026,Q4,December,12,12/1/2026,SOUTH CENTRAL,Texas,TX,Dallas Office,5
2026,Q1,January,1,1/1/2026,SOUTH CENTRAL,Texas,TX,Austin Office,5
2026,Q1,February,2,2/1/2026,SOUTH CENTRAL,Texas,TX,Austin Office,5
2026,Q1,March,3,3/1/2026,SOUTH CENTRAL,Texas,TX,Austin Office,5
2026,Q2,April,4,4/1/2026,SOUTH CENTRAL,Texas,TX,Austin Office,5
2026,Q2,May,5,5/1/2026,SOUTH CENTRAL,Texas,TX,Austin Office,5
2026,Q2,June,6,6/1/2026,SOUTH CENTRAL,Texas,TX,Austin Office,5
2026,Q3,July,7,7/1/2026,SOUTH CENTRAL,Texas,TX,Austin Office,5
2026,Q3,August,8,8/1/2026,SOUTH CENTRAL,Texas,TX,Austin Office,5
2026,Q3,September,9,9/1/2026,SOUTH CENTRAL,Texas,TX,Austin Office,5
2026,Q4,October,10,10/1/2026,SOUTH CENTRAL,Texas,TX,Austin Office,5
2026,Q4,November,11,11/1/2026,SOUTH CENTRAL,Texas,TX,Austin Office,5
2026,Q4,December,12,12/1/2026,SOUTH CENTRAL,Texas,TX,Austin Office,5
2026,Q1,January,1,1/1/2026,WEST,California,CA,Los Angeles Office,7
2026,Q1,February,2,2/1/2026,WEST,California,CA,Los Angeles Office,7
2026,Q1,March,3,3/1/2026,WEST,California,CA,Los Angeles Office,7
2026,Q2,April,4,4/1/2026,WEST,California,CA,Los Angeles Office,7
2026,Q2,May,5,5/1/2026,WEST,California,CA,Los Angeles Office,7
2026,Q2,June,6,6/1/2026,WEST,California,CA,Los Angeles Office,7
2026,Q3,July,7,7/1/2026,WEST,California,CA,Los Angeles Office,7
2026,Q3,August,8,8/1/2026,WEST,California,CA,Los Angeles Office,7
2026,Q3,September,9,9/1/2026,WEST,California,CA,Los Angeles Office,7
2026,Q4,October,10,10/1/2026,WEST,California,CA,Los Angeles Office,7
2026,Q4,November,11,11/1/2026,WEST,California,CA,Los Angeles Office,7
2026,Q4,December,12,12/1/2026,WEST,California,CA,Los Angeles Office,7
2026,Q1,January,1,1/1/2026,WEST,California,CA,San Diego Office,7
2026,Q1,February,2,2/1/2026,WEST,California,CA,San Diego Office,7
